movieName,Year,Director,genre,Rating,Duration,Plot
La La Land,2016,Damien Chazelle,"Comedy, Drama, Music            ",8,128 min,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
The King's Speech,2010,Tom Hooper,"Biography, Drama, History            ",8,118 min,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
Ah-ga-ssi,2016,Park Chan-wook,"Drama, Romance, Thriller            ",8.1,145 min,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
Network,1976,Sidney Lumet,Drama            ,8.1,121 min,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control."
Secrets & Lies,1996,Mike Leigh,"Comedy, Drama            ",8,136 min,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
The Salt of the Earth,2014,Juliano Ribeiro Salgado,"Documentary, Biography, History            ",8.4,110 min,"The life and work of photographer Sebastião Salgado, who has spent forty years documenting societies in hidden corners of the world."
The Man Who Shot Liberty Valance,1962,John Ford,"Drama, Western            ",8.1,123 min,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.
Da hong denglong gaogao gua,1991,Yimou Zhang,"Drama, Romance            ",8.1,125 min,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
Divorzio all'italiana,1961,Pietro Germi,"Comedy, Drama, Romance            ",8,105 min,"A married Sicilian baron falls in love with his cousin and vows to wed her, but with divorce illegal he must concoct a crime of passion to do away with his wife."
Cidade de Deus,2002,Fernando Meirelles,"Crime, Drama            ",8.6,130 min,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
Höstsonaten,1978,Ingmar Bergman,"Drama, Music            ",8.1,99 min,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young."
Germania anno zero,1948,Roberto Rossellini,"Drama, History, War            ",7.8,78 min,A young German boy faces the problems of the tough life in the immediate post-WWII Berlin.
Burden of Dreams,1982,Les Blank,Documentary            ,7.9,95 min,"A documentary following German auteur Werner Herzog as he deals with difficult actors, bad weather and getting a boat over a mountain, all in an effort to make his film Fitzcarraldo (1982)."
Amour,2012,Michael Haneke,Drama            ,7.9,127 min,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
Shi,2010,Lee Chang-dong,Drama            ,7.8,139 min,"A sixty-something woman, faced with the discovery of a heinous family crime and in the early stages of Alzheimer's disease, finds strength and purpose when she enrolls in a poetry class."
Wake in Fright,1971,Ted Kotcheff,"Drama, Thriller            ",7.6,109 min,"After a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent."
Bringing Up Baby,1938,Howard Hawks,Comedy            ,7.8,102 min,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
Who's Afraid of Virginia Woolf?,1966,Mike Nichols,Drama            ,8,131 min,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night."
Lacombe Lucien,1974,Louis Malle,"Drama, War            ",7.6,138 min,"In 1944, an 18-year old boy from small-town France, collaborates with the Gestapo and subsequently falls in love with a Jewish girl."
Before Sunset,2004,Richard Linklater,"Drama, Romance            ",8.1,80 min,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
Un prophète,2009,Jacques Audiard,"Crime, Drama            ",7.8,155 min,A young Algerian man is sent to a French prison.
Barry Lyndon,1975,Stanley Kubrick,"Adventure, Drama, War            ",8.1,185 min,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
Once Upon a Time in America,1984,Sergio Leone,"Crime, Drama            ",8.3,229 min,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
Die Büchse der Pandora,1929,Georg Wilhelm Pabst,"Crime, Drama, Romance            ",7.8,109 min,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.
Sholay,1975,Ramesh Sippy,"Action, Adventure, Comedy            ",8.1,204 min,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
Obecná skola,1991,Jan Sverák,"Adventure, Comedy, Drama            ",7.8,100 min,"The time is 1945-46. 10 year old Eda and his friend Tonda live in a small village outside Prague. In school, their class is so wild and indisciplined that their teacher quits and is ...                See full summary »"
Mission: Impossible - Fallout,2018,Christopher McQuarrie,"Action, Adventure, Thriller            ",7.7,147 min,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
Hell or High Water,II) (2016,David Mackenzie,"Crime, Drama, Thriller            ",7.6,102 min,"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch."
The Great White Silence,1922,Herbert G. Ponting,Documentary            ,8,80 min,"In 1910 the British Antarctic Expedition, led by Capt. Robert F. Scott, embarks from Lyttleton, NZ on a quest to become the first to reach the South Pole."
Histoire(s) du cinéma,1989–1999,Jean-Luc Godard,Documentary            ,7.2,267 min,"An 8-part documentary chronicling the history of cinema, examining the history of the concept of cinema and how both relates to the 20th century."
Roma,2018,Alfonso Cuarón,Drama            ,7.7,135 min,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.
This Is Spinal Tap,1984,Rob Reiner,"Comedy, Music            ",7.9,82 min,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
Letyat zhuravli,1957,Mikhail Kalatozov,"Drama, Romance, War            ",8.3,95 min,"Veronica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter."
La ciociara,1960,Vittorio De Sica,"Drama, War            ",7.7,101 min,"In the Italy of WWII, a widow and her lonely daughter seek for distance between them and the horrors of war."
Memento,2000,Christopher Nolan,"Mystery, Thriller            ",8.4,113 min,A man with short-term memory loss attempts to track down his wife's murderer.
Local Hero,1983,Bill Forsyth,"Comedy, Drama            ",7.3,111 min,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected."
The Ox-Bow Incident,1942,William A. Wellman,"Drama, Western            ",8,75 min,"When a posse captures three men suspected of killing a local farmer, they become strongly divided over whether or not to lynch the men."
Brief Encounter,1945,David Lean,"Drama, Romance            ",8,86 min,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
A Bread Factory: Part One,2018,Patrick Wang,"Comedy, Drama            ",6.8,122 min,"After 40 years of running their community arts space, The Bread Factory, Dorothea and Greta are suddenly fighting for survival when a celebrity couple--performance artists from China--come ...                See full summary »"
"Three Billboards Outside Ebbing, Missouri",2017,Martin McDonagh,"Comedy, Crime, Drama            ",8.1,115 min,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
Selma,2014,Ava DuVernay,"Biography, Drama, History            ",7.5,128 min,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965."
Do the Right Thing,1989,Spike Lee,"Comedy, Drama            ",8,120 min,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
The Work,2017,Jairus McLeary,Documentary            ,7.8,89 min,"Set inside a single room in Folsom Prison, three men from the outside participate in a four-day group-therapy retreat with a group of incarcerated men for a real look at the challenges of rehabilitation."
Belle de jour,1967,Luis Buñuel,"Drama, Romance            ",7.7,100 min,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
The 39 Steps,1935,Alfred Hitchcock,"Crime, Mystery, Thriller            ",7.6,86 min,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information."
Dog Day Afternoon,1975,Sidney Lumet,"Biography, Crime, Drama            ",8,125 min,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
